frame.number;frame.time;frame.len;frame.protocols;ip.proto;ip.src;tcp.srcport;udp.srcport;ip.dst;tcp.dstport;udp.dstport
189;May 20, 2017 17:08:33.684948000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
190;May 20, 2017 17:08:33.685870000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
191;May 20, 2017 17:08:33.686400000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
192;May 20, 2017 17:08:33.686472000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
193;May 20, 2017 17:08:33.686593000 JST;237;eth:ethertype:ip:udp:dns;17;192.168.3.1;;53;192.168.3.13;;60997
194;May 20, 2017 17:08:33.688246000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
195;May 20, 2017 17:08:33.688489000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
196;May 20, 2017 17:08:33.688678000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
197;May 20, 2017 17:08:33.690074000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
198;May 20, 2017 17:08:33.690709000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
199;May 20, 2017 17:08:33.691015000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
200;May 20, 2017 17:08:33.692556000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
201;May 20, 2017 17:08:33.693023000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
202;May 20, 2017 17:08:33.693224000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
203;May 20, 2017 17:08:33.693596000 JST;171;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61634;;151.101.73.168;443;
204;May 20, 2017 17:08:33.694109000 JST;158;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61634;;151.101.73.168;443;
205;May 20, 2017 17:08:33.694329000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
206;May 20, 2017 17:08:33.694535000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
207;May 20, 2017 17:08:33.695353000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
208;May 20, 2017 17:08:33.695443000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
209;May 20, 2017 17:08:33.696646000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
210;May 20, 2017 17:08:33.697205000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
211;May 20, 2017 17:08:33.697308000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
212;May 20, 2017 17:08:33.697464000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
213;May 20, 2017 17:08:33.698626000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
214;May 20, 2017 17:08:33.698997000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
215;May 20, 2017 17:08:33.699079000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
216;May 20, 2017 17:08:33.700216000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
217;May 20, 2017 17:08:33.700808000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
218;May 20, 2017 17:08:33.700887000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
219;May 20, 2017 17:08:33.701181000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61635;;172.217.25.234;443;
220;May 20, 2017 17:08:33.702176000 JST;78;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
221;May 20, 2017 17:08:33.702345000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
222;May 20, 2017 17:08:33.702350000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
223;May 20, 2017 17:08:33.702414000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
224;May 20, 2017 17:08:33.702732000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
225;May 20, 2017 17:08:33.703609000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
226;May 20, 2017 17:08:33.703954000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
227;May 20, 2017 17:08:33.704018000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
228;May 20, 2017 17:08:33.704400000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
229;May 20, 2017 17:08:33.705050000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
230;May 20, 2017 17:08:33.705068000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
231;May 20, 2017 17:08:33.705335000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
232;May 20, 2017 17:08:33.705377000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
233;May 20, 2017 17:08:33.706282000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
234;May 20, 2017 17:08:33.706576000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
235;May 20, 2017 17:08:33.706645000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
236;May 20, 2017 17:08:33.706708000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
237;May 20, 2017 17:08:33.707034000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
238;May 20, 2017 17:08:33.707814000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
239;May 20, 2017 17:08:33.707928000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
240;May 20, 2017 17:08:33.708299000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
241;May 20, 2017 17:08:33.708946000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
242;May 20, 2017 17:08:33.709013000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
243;May 20, 2017 17:08:33.709383000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
244;May 20, 2017 17:08:33.710088000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
245;May 20, 2017 17:08:33.710140000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
246;May 20, 2017 17:08:33.710505000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
247;May 20, 2017 17:08:33.711171000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
248;May 20, 2017 17:08:33.711223000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
249;May 20, 2017 17:08:33.711578000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
250;May 20, 2017 17:08:33.712238000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
251;May 20, 2017 17:08:33.712292000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
252;May 20, 2017 17:08:33.712600000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
253;May 20, 2017 17:08:33.712878000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
254;May 20, 2017 17:08:33.713224000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
255;May 20, 2017 17:08:33.713857000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
256;May 20, 2017 17:08:33.713918000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
257;May 20, 2017 17:08:33.714198000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
258;May 20, 2017 17:08:33.714918000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
259;May 20, 2017 17:08:33.714982000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
260;May 20, 2017 17:08:33.715356000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
261;May 20, 2017 17:08:33.716202000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
262;May 20, 2017 17:08:33.716302000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
263;May 20, 2017 17:08:33.716591000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
264;May 20, 2017 17:08:33.717304000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
265;May 20, 2017 17:08:33.717371000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
266;May 20, 2017 17:08:33.720711000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
267;May 20, 2017 17:08:33.720716000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
268;May 20, 2017 17:08:33.720720000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
269;May 20, 2017 17:08:33.720766000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
270;May 20, 2017 17:08:33.720807000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
271;May 20, 2017 17:08:33.720840000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
272;May 20, 2017 17:08:33.720861000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
273;May 20, 2017 17:08:33.721054000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
274;May 20, 2017 17:08:33.721059000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
275;May 20, 2017 17:08:33.721114000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
276;May 20, 2017 17:08:33.721423000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
277;May 20, 2017 17:08:33.724923000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
278;May 20, 2017 17:08:33.724927000 JST;74;eth:ethertype:ip:tcp;6;172.217.25.234;443;;192.168.3.13;61635;
279;May 20, 2017 17:08:33.724928000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
280;May 20, 2017 17:08:33.724929000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
281;May 20, 2017 17:08:33.725017000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61635;;172.217.25.234;443;
282;May 20, 2017 17:08:33.725018000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
283;May 20, 2017 17:08:33.725092000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
284;May 20, 2017 17:08:33.725094000 JST;74;eth:ethertype:ip:tcp;6;61.120.158.48;443;;192.168.3.13;61636;
285;May 20, 2017 17:08:33.725095000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
286;May 20, 2017 17:08:33.725141000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61636;;61.120.158.48;443;
287;May 20, 2017 17:08:33.725151000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
288;May 20, 2017 17:08:33.725289000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
289;May 20, 2017 17:08:33.725332000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
290;May 20, 2017 17:08:33.726001000 JST;583;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61635;;172.217.25.234;443;
291;May 20, 2017 17:08:33.726068000 JST;298;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61636;;61.120.158.48;443;
292;May 20, 2017 17:08:33.726631000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
293;May 20, 2017 17:08:33.726633000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
294;May 20, 2017 17:08:33.726635000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
295;May 20, 2017 17:08:33.726680000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
296;May 20, 2017 17:08:33.726731000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
297;May 20, 2017 17:08:33.727498000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
298;May 20, 2017 17:08:33.727503000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
299;May 20, 2017 17:08:33.727575000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
300;May 20, 2017 17:08:33.727720000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
301;May 20, 2017 17:08:33.728121000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
302;May 20, 2017 17:08:33.728126000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
303;May 20, 2017 17:08:33.728176000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
304;May 20, 2017 17:08:33.728669000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
305;May 20, 2017 17:08:33.729071000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
306;May 20, 2017 17:08:33.729109000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
307;May 20, 2017 17:08:33.729825000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
308;May 20, 2017 17:08:33.730411000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
309;May 20, 2017 17:08:33.730460000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
310;May 20, 2017 17:08:33.730860000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
311;May 20, 2017 17:08:33.731524000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
312;May 20, 2017 17:08:33.731609000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
313;May 20, 2017 17:08:33.731699000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
314;May 20, 2017 17:08:33.731839000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
315;May 20, 2017 17:08:33.732417000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
316;May 20, 2017 17:08:33.732536000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
317;May 20, 2017 17:08:33.732861000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
318;May 20, 2017 17:08:33.733553000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
319;May 20, 2017 17:08:33.733628000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
320;May 20, 2017 17:08:33.734119000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
321;May 20, 2017 17:08:33.734602000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
322;May 20, 2017 17:08:33.734796000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
323;May 20, 2017 17:08:33.735318000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
324;May 20, 2017 17:08:33.735961000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
325;May 20, 2017 17:08:33.736042000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
326;May 20, 2017 17:08:33.736327000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
327;May 20, 2017 17:08:33.736998000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
328;May 20, 2017 17:08:33.737048000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
329;May 20, 2017 17:08:33.737297000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
330;May 20, 2017 17:08:33.737370000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
331;May 20, 2017 17:08:33.737597000 JST;108;eth:ethertype:ip:tcp:ssl;6;192.168.3.13;61634;;151.101.73.168;443;
332;May 20, 2017 17:08:33.738147000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
333;May 20, 2017 17:08:33.739020000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
334;May 20, 2017 17:08:33.739093000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
335;May 20, 2017 17:08:33.739366000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
336;May 20, 2017 17:08:33.739752000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
337;May 20, 2017 17:08:33.739818000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
338;May 20, 2017 17:08:33.740419000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
339;May 20, 2017 17:08:33.740422000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
340;May 20, 2017 17:08:33.740497000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
341;May 20, 2017 17:08:33.741367000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
342;May 20, 2017 17:08:33.741838000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
343;May 20, 2017 17:08:33.741887000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
344;May 20, 2017 17:08:33.742310000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
345;May 20, 2017 17:08:33.744257000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
346;May 20, 2017 17:08:33.744260000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
347;May 20, 2017 17:08:33.744333000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
348;May 20, 2017 17:08:33.744404000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
349;May 20, 2017 17:08:33.744483000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
350;May 20, 2017 17:08:33.745365000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
351;May 20, 2017 17:08:33.745369000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
352;May 20, 2017 17:08:33.745421000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
353;May 20, 2017 17:08:33.745479000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
354;May 20, 2017 17:08:33.745884000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
355;May 20, 2017 17:08:33.746503000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
356;May 20, 2017 17:08:33.746540000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
357;May 20, 2017 17:08:33.746894000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
358;May 20, 2017 17:08:33.747643000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
359;May 20, 2017 17:08:33.747704000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
360;May 20, 2017 17:08:33.748106000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
361;May 20, 2017 17:08:33.749000000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
362;May 20, 2017 17:08:33.749052000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
363;May 20, 2017 17:08:33.749358000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
364;May 20, 2017 17:08:33.749848000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
365;May 20, 2017 17:08:33.749893000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
366;May 20, 2017 17:08:33.750015000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
367;May 20, 2017 17:08:33.750221000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
368;May 20, 2017 17:08:33.750653000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
369;May 20, 2017 17:08:33.751214000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
370;May 20, 2017 17:08:33.751278000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
371;May 20, 2017 17:08:33.751887000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
372;May 20, 2017 17:08:33.752195000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
373;May 20, 2017 17:08:33.752237000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
374;May 20, 2017 17:08:33.753163000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
375;May 20, 2017 17:08:33.753588000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
376;May 20, 2017 17:08:33.753646000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
377;May 20, 2017 17:08:33.754092000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
378;May 20, 2017 17:08:33.754799000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
379;May 20, 2017 17:08:33.754860000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
380;May 20, 2017 17:08:33.755050000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
381;May 20, 2017 17:08:33.755081000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
382;May 20, 2017 17:08:33.755756000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
383;May 20, 2017 17:08:33.756547000 JST;1514;eth:ethertype:ip:tcp:ssl:ssl;6;151.101.73.168;443;;192.168.3.13;61634;
384;May 20, 2017 17:08:33.756615000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
385;May 20, 2017 17:08:33.756668000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
386;May 20, 2017 17:08:33.756857000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
387;May 20, 2017 17:08:33.757718000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
388;May 20, 2017 17:08:33.757756000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
389;May 20, 2017 17:08:33.758035000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
390;May 20, 2017 17:08:33.758754000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
391;May 20, 2017 17:08:33.758816000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
392;May 20, 2017 17:08:33.759166000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
393;May 20, 2017 17:08:33.759841000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
394;May 20, 2017 17:08:33.759881000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
395;May 20, 2017 17:08:33.760140000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
396;May 20, 2017 17:08:33.760659000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
397;May 20, 2017 17:08:33.760739000 JST;66;eth:ethertype:ip:tcp;6;192.168.3.13;61634;;151.101.73.168;443;
398;May 20, 2017 17:08:33.761525000 JST;1514;eth:ethertype:ip:tcp;6;151.101.73.168;443;;192.168.3.13;61634;
